time,latitude (deg),longitude (deg),altitude,geometry,temperature (degC),barometric_pressure (hPa),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2019-11-07 10:00:00+00:00,-58.2636,2.8302,,Point,2.92,999.2,ISVP4,1021.2532952759499,334.14693528237814,1074.5289514343447,3600.0,0.29848026428731794,0.2836814709099861,0.09281859313399393,157.57045253392832,118.6988658313685,197.2761218733787
2019-11-07 11:00:00+00:00,-58.2622,2.8486,,Point,3.37,1000.5,ISVP4,1080.0372776354263,155.9351824092762,1091.2361349383357,3600.0,0.30312114859398215,0.3000103548987295,0.04331532844702116,158.61765825166884,118.85480101377824,198.20702619551113
2019-11-07 12:00:00+00:00,-58.2618,2.8678,,Point,3.52,1000.7,ISVP4,1127.0398606491246,44.55290294104445,1127.9201251207785,3600.0,0.3133111458668829,0.3130666279580902,0.012375806372512347,159.71039142617894,118.89935391671904,199.10917982683898
2019-11-07 13:00:00+00:00,-58.2616,2.8874,,Point,3.68,1001.3,ISVP4,1150.5328193598286,22.276450417923076,1150.7484558613573,3600.0,0.319652348850377,0.3195924498221746,0.006187902893867521,160.82588645294356,118.92163036713649,200.01829896925165
2019-11-07 14:00:00+00:00,-58.2622,2.907,,Point,3.36,1001.7,ISVP4,1150.5393002274195,-66.82935335907672,1152.4785654571597,3600.0,0.320132934849211,0.3195942500631721,-0.0185637092664102,161.94137799821982,118.85480101377824,200.87676229964265
2019-11-07 15:00:00+00:00,-58.2624,2.928,,Point,2.91,1002.2,ISVP4,1232.6998467661047,-22.276452524265952,1232.9011122365994,3600.0,0.3424725311768332,0.3424166241016957,-0.006187903478962764,163.13654362018303,118.83252456125402,201.82839433028477
2019-11-07 16:00:00+00:00,-58.2616,2.9504,,Point,2.16,1002.3,ISVP4,1314.8724290626062,89.10580588285414,1317.888215802475,3600.0,0.366080059945132,0.3652423414062795,0.02475161274523726,164.41138248108263,118.92163036713649,202.91243643137963
2019-11-07 17:00:00+00:00,-58.26,2.9734,,Point,1.3,1003.2,ISVP4,1350.1226464308356,178.2115780680763,1361.833516610205,3600.0,0.37828708794727917,0.3750340684530099,0.0495032161300212,165.72036397401882,119.09984194520476,204.0784441999057
2019-11-07 18:00:00+00:00,-58.2576,2.9974,,Point,0.64,1003.7,ISVP4,1408.887115874428,267.3172828537349,1434.0228153656649,3600.0,0.3983396709349069,0.3913575321873411,0.07425480079270415,167.08625243824545,119.36715922805892,205.34442884099354
2019-11-07 19:00:00+00:00,-58.2542,3.0192,,Point,0.25,1004.0,ISVP4,1279.8256284315753,378.69931097511727,1334.6785408192136,3600.0,0.3707440391164482,0.3555071190087709,0.10519425304864369,168.32692976067065,119.74585853903397,206.57450452537478
2019-11-07 20:00:00+00:00,-58.251,3.0404,,Point,0.05,1004.4,ISVP4,1244.7202311805736,356.42269555422564,1294.7453772137442,3600.0,0.3596514936704845,0.34575561977238156,0.09900630432061823,169.5334556776389,120.10228123458816,207.7646518341223
2019-11-07 21:00:00+00:00,-58.2484,3.0578,,Point,0.1,1004.9,ISVP4,1021.7020480345109,289.5933077776787,1061.9507327873225,3600.0,0.2949863146631451,0.2838061244540308,0.08044258549379964,170.52371430825931,120.39187454236614,208.7403664778561
2019-11-07 22:00:00+00:00,-58.247,3.0722,,Point,-0.2,1004.9,ISVP4,845.6084140131778,155.93480887958322,859.8658351569703,3600.0,0.2388516208769362,0.23489122611477162,0.043315224688773114,171.34323649280373,120.5478093512455,209.50006928689334
2019-11-07 23:00:00+00:00,-58.2472,3.0846,,Point,-0.15,1005.2,ISVP4,728.1914978970849,-22.27639916219276,728.5321513627478,3600.0,0.2023700420452077,0.20227541608252358,-0.0061878886561646555,172.04893454770914,120.52553295208328,210.06484706486617
2019-11-08 00:00:00+00:00,-58.2488,3.0958,,Point,0.01,1005.2,ISVP4,657.7176503496817,-178.21121857523877,681.4335961835002,3600.0,0.18928711005097226,0.18269934731935603,-0.04950311627089966,172.68633796129868,120.34732173350841,210.48527066498607
2019-11-08 01:00:00+00:00,-58.2518,3.106,,Point,0.0,1005.0,ISVP4,598.9658827358428,-334.1461559575363,685.8671753501005,3600.0,0.19051865981947236,0.16637941187106745,-0.09281837665487119,173.26682929386524,120.01317557755077,210.77133686950287
2019-11-08 02:00:00+00:00,-58.2564,3.1168,,Point,0.02,1004.7,ISVP4,634.1456102173019,-512.3577459783247,815.2613782228761,3600.0,0.22646149395079893,0.17615155839369495,-0.1423215961050902,173.8814660680978,119.5008178315721,210.98627847423072
2019-11-08 03:00:00+00:00,-58.2622,3.1306,,Point,0.04,1004.7,ISVP4,810.1922264232503,-646.0168177944394,1036.2186895775992,3600.0,0.2878385248826664,0.22505339622868065,-0.17944911605401093,174.666833615852,118.85480101377824,211.26989016282596
2019-11-08 04:00:00+00:00,-58.2678,3.1476,,Point,0.06,1004.2,ISVP4,997.8998773460098,-623.7409360305662,1176.7994393640186,3600.0,0.32688873315667183,0.27719441037389164,-0.17326137111960171,175.6343127998067,118.2310600777477,211.72150433947027
2019-11-08 05:00:00+00:00,-58.2734,3.1674,,Point,0.25,1004.3,ISVP4,1162.0765334501234,-623.7414863786189,1318.8916981410052,3600.0,0.3663588050391681,0.3227990370694787,-0.1732615239940608,176.76113788947782,117.60731859136929,212.31104835649705
2019-11-08 06:00:00+00:00,-58.2786,3.1906,,Point,0.5,1004.4,ISVP4,1361.4102118606554,-579.1890158014423,1479.4923727358373,3600.0,0.4109701035377326,0.3781695032946265,-0.16088583772262288,178.08145322620894,117.02812957556763,213.09290719100503
2019-11-08 07:00:00+00:00,-58.2818,3.2152,,Point,0.99,1004.6,ISVP4,1443.35275446043,-356.42424554565736,1486.70959390908,3600.0,0.4129748871969667,0.40093132068345283,-0.09900673487379372,179.48143686317917,116.67170533002181,214.06978535768846
2019-11-08 08:00:00+00:00,-58.2838,3.2408,,Point,1.41,1004.6,ISVP4,1501.8901656224923,-222.76524470324898,1518.320922546105,3600.0,0.4217558118183625,0.41719171267291455,-0.061879234639791385,180.93832390431302,116.44894008531888,215.1721001995758
2019-11-08 10:00:00+00:00,-58.2862,3.2904,,Point,1.8,1004.8,ISVP4,2909.7481041397787,-267.3183862760899,2922.001565568761,7200.0,0.4058335507734391,0.40413168113052483,-0.037127553649456926,183.7610234825413,116.18162169904271,217.40810236044692
2019-11-08 11:00:00+00:00,-58.2872,3.3128,,Point,2.6,1005.2,ISVP4,1313.9909094574195,-111.38269077305864,1318.7032319443915,3600.0,0.3663064533178865,0.3649974748492832,-0.03093963632584962,185.03578270664576,116.07023900826962,218.42742791439417
2019-11-08 12:00:00+00:00,-58.2886,3.3342,,Point,2.66,1005.3,ISVP4,1255.2952115732685,-155.9357965551409,1264.9434931434935,3600.0,0.3513731925398593,0.34869311432590794,-0.043315499043094695,186.25362815034262,115.91430321171423,219.37761893188494
2019-11-08 13:00:00+00:00,-58.2902,3.3548,,Point,2.45,1005.5,ISVP4,1208.320593802401,-178.2123810230774,1221.3919559899275,3600.0,0.33927554333053545,0.3356446093895558,-0.049503439173077056,187.4259421212704,115.73609083069086,220.28010918105093
2019-11-08 14:00:00+00:00,-58.2926,3.375,,Point,2.54,1005.8,ISVP4,1184.8046078803848,-267.31865574024414,1214.586852621649,3600.0,0.33738523683934696,0.32911239107788465,-0.07425518215006782,188.57548836177637,115.46877217495035,221.11931656567918
2019-11-08 15:00:00+00:00,-58.296,3.3956,,Point,1.87,1006.4,ISVP4,1208.1843202148013,-378.7016019262293,1266.1454319762772,3600.0,0.35170706443785477,0.3356067556152226,-0.10519488942395258,189.7477934280433,115.09007057302419,221.92329633302376
2019-11-08 16:00:00+00:00,-58.3,3.4172,,Point,1.36,1006.7,ISVP4,1266.7125836008197,-445.53155598553764,1342.7803755013542,3600.0,0.3729945487503762,0.3518646065557833,-0.12375876555153824,190.9770016331945,114.64453901703875,222.74556219874393
2019-11-08 17:00:00+00:00,-58.3042,3.44,,Point,1.02,1007.4,ISVP4,1336.9346649699874,-467.80843581930793,1416.4176753423121,3600.0,0.39344935426175337,0.37137074026944095,-0.12994678772758553,192.27449373484956,114.17673058121913,223.61978165450614
2019-11-08 18:00:00+00:00,-58.3084,3.4644,,Point,0.68,1007.9,ISVP4,1430.5851371401363,-467.8087451923109,1505.1308437091664,3600.0,0.418091901030324,0.39738476031670456,-0.1299468736645308,193.66303167318492,113.70892183602713,224.5775784488753
2019-11-08 19:00:00+00:00,-58.3122,3.4898,,Point,0.42,1008.1,ISVP4,1489.0392165781686,-423.25579793003277,1548.025600236997,3600.0,0.4300071111769436,0.41362200460504683,-0.11757105498056465,195.1084700007153,113.28566603809679,225.61240479130402
2019-11-08 20:00:00+00:00,-58.3156,3.5162,,Point,0.32,1008.5,ISVP4,1547.496861510691,-378.7027706833,1593.1611107821602,3600.0,0.44254475299504453,0.42986023930852524,-0.10519521407869445,196.6108078299777,112.90696326741327,226.72404396055003
2019-11-08 21:00:00+00:00,-58.318,3.5412,,Point,0.32,1008.6,ISVP4,1465.2920256695788,-267.31972487769445,1489.47660464995,3600.0,0.4137435012916528,0.4070255626859941,-0.0742554791326929,198.0334691108008,112.63964354253555,227.82656602215636
2019-11-08 22:00:00+00:00,-58.32,3.5658,,Point,0.29,1008.6,ISVP4,1441.7496848562905,-222.76651454884563,1458.8581403918113,3600.0,0.4052383723310587,0.4004860235711918,-0.06187958737467934,199.433361002607,112.41687702798666,228.93496832402352
2019-11-09 00:00:00+00:00,-58.325,3.6098,,Point,0.29,1008.6,ISVP4,2578.5936620814778,-556.9165932053838,2638.0487800482874,7200.0,0.36639566389559547,0.35813800862242745,-0.07734952683408108,201.9372156851518,111.85996043478146,230.84906286823517
2019-11-09 01:00:00+00:00,-58.328,3.6292,,Point,0.37,1008.2,ISVP4,1136.7649285571022,-334.1501663095737,1184.8589943289242,3600.0,0.3291274984247012,0.31576803571030615,-0.09281949064154825,203.0411809943272,111.5258102684718,231.65432768590856
2019-11-09 02:00:00+00:00,-58.3324,3.646,,Point,0.5,1007.8,ISVP4,984.3316060017671,-490.0871959915468,1099.588182115866,3600.0,0.30544116169885166,0.27342544611160197,-0.13613533221987412,203.99718871119543,111.03572307248017,232.2580134253705
2019-11-09 03:00:00+00:00,-58.3382,3.6604,,Point,0.49,1007.0,ISVP4,843.6079752237126,-646.0245496083296,1062.5545325100718,3600.0,0.2951540368083533,0.2343355486732535,-0.17945126378009155,204.81662131501852,110.38969852287183,232.67087034450665
2019-11-09 04:00:00+00:00,-58.346,3.6724,,Point,0.56,1006.5,ISVP4,702.8914852966278,-868.7925653563836,1117.522689577722,3600.0,0.310422969327145,0.19524763480461885,-0.24133126815455103,205.49947999019807,109.52090595751521,232.86233082659956
2019-11-09 05:00:00+00:00,-58.3562,3.685,,Point,0.74,1005.7,ISVP4,737.8734319237601,-1136.1149635341235,1354.7008569810127,3600.0,0.3763057936058369,0.20496484220104447,-0.3155874898705899,206.21647980413286,108.38479099398165,232.96458842840778
2019-11-09 06:00:00+00:00,-58.3684,3.6996,,Point,1.05,1005.0,ISVP4,854.7497508433498,-1358.884997700811,1605.355279538801,3600.0,0.44593202209411137,0.23743048634537495,-0.37746805491689195,207.0472868042621,107.02590599628058,233.07321495043365
2019-11-09 07:00:00+00:00,-58.3816,3.7164,,Point,1.68,1004.1,ISVP4,983.2084282311475,-1470.2719507571544,1768.727910824051,3600.0,0.4913133085622364,0.27311345228642986,-0.40840887521032065,208.0032808219138,105.55563404552352,233.25384608068612
2019-11-09 08:00:00+00:00,-58.3948,3.7376,,Point,1.63,1003.5,ISVP4,1240.2521677900138,-1470.2750025502705,1923.5212561425014,3600.0,0.5343114600395837,0.3445144910527816,-0.4084097229306307,209.20964950132932,104.08535904297337,233.6716487115494
2019-11-09 09:00:00+00:00,-58.4078,3.7636,,Point,1.74,1003.0,ISVP4,1520.4957848267507,-1448.001090678727,2099.6701146329387,3600.0,0.5832416985091496,0.42235994022965295,-0.4022225251885353,210.6891510211373,102.63735795229448,234.35943677487157
2019-11-09 10:00:00+00:00,-58.4194,3.7928,,Point,2.01,1002.9,ISVP4,1707.0051809939716,-1292.0650095899414,2140.864002440818,3600.0,0.5946844451224493,0.4741681058316588,-0.35890694710831705,212.35073546326788,101.34529294270446,235.29492823567907
2019-11-09 11:00:00+00:00,-58.429,3.823,,Point,1.95,1002.6,ISVP4,1764.8841220403958,-1069.2969615161578,2063.543543552689,3600.0,0.5732065398757469,0.4902455894556655,-0.2970269337544883,214.06921274671393,100.27599598118813,236.3914195059058
2019-11-09 12:00:00+00:00,-58.4368,3.854,,Point,2.02,1002.5,ISVP4,1811.1431278580899,-868.8049688248811,2008.746251631198,3600.0,0.557985069897555,0.5030953132939139,-0.241334713562467,215.83320116167738,99.40719101236347,237.62525191710077
2019-11-09 13:00:00+00:00,-58.4424,3.8842,,Point,2.08,1002.4,ISVP4,1764.0137753819502,-623.7580700517772,1871.0474953063053,3600.0,0.5197354153628626,0.49000382649498614,-0.17326613056993811,217.5516560544438,98.78343294231124,238.9286288327523
2019-11-09 14:00:00+00:00,-58.446,3.9126,,Point,2.31,1002.8,ISVP4,1658.6104339583019,-400.98762049223217,1706.3937539218107,3600.0,0.47399826497828074,0.46072512054397274,-0.11138545013673115,219.16767628215865,98.38244532181886,240.2364998796431
2019-11-09 15:00:00+00:00,-58.447,3.9366,,Point,1.72,1003.1,ISVP4,1401.499494800869,-111.3854903765619,1405.918760595191,3600.0,0.39053298905421974,0.3893054152224636,-0.03094041399348942,220.5333194145779,98.27105983144224,241.4376651900178
2019-11-09 16:00:00+00:00,-58.4468,3.9552,,Point,1.27,1003.0,ISVP4,1086.13129763379,22.277099475175607,1086.3597308721855,3600.0,0.30176659190894045,0.3017031382316083,0.00618808318754878,221.59168792019295,98.29333693091759,242.4138119834245
2019-11-09 17:00:00+00:00,-58.4466,3.9686,,Point,1.05,1002.9,ISVP4,782.48612850472,22.277098776045733,782.8031747713999,3600.0,0.21744532632538885,0.21735725791797778,0.006188082993346037,222.35416578001605,98.31561402969336,243.1200012375833
2019-11-09 18:00:00+00:00,-58.4472,3.9772,,Point,0.72,1002.7,ISVP4,502.1954398179659,-66.83129842520185,506.6228204721522,3600.0,0.14072856124226452,0.1394987332827683,-0.01856424956255607,222.8435160572344,98.24878273126807,243.54066592034852
2019-11-09 19:00:00+00:00,-58.4492,3.9828,,Point,0.27,1002.9,ISVP4,327.00541792745486,-222.77104023469855,395.6759781957443,3600.0,0.1099099939432623,0.0908348383131819,-0.06188084450963849,223.1621622501283,98.02601169103379,243.74258886826337
2019-11-09 20:00:00+00:00,-58.4524,3.9866,,Point,0.13,1002.2,ISVP4,221.88394308015822,-356.4338099273536,419.8541949964627,3600.0,0.11662616527679519,0.061634428633377286,-0.09900939164648712,223.37838622784525,97.66957788110616,243.79755921097708
2019-11-09 21:00:00+00:00,-58.457,3.9892,,Point,0.05,1001.4,ISVP4,151.8015457602163,-512.3739155985357,534.388191000668,3600.0,0.14844116416685224,0.042167096044504526,-0.14232608766625993,223.52632884470344,97.15720396550753,243.72841846856048
2019-11-09 22:00:00+00:00,-58.4626,3.9922,,Point,0.0,1000.1,ISVP4,175.1327663195649,-623.7600489916473,647.8796837043168,3600.0,0.17996657880675465,0.04864799064432358,-0.17326668027545758,223.69703175832618,96.53344391651592,243.6371642665969
2019-11-09 23:00:00+00:00,-58.4694,3.9952,,Point,0.08,998.5,ISVP4,175.10493107188657,-757.4236540136711,777.4010088397824,3600.0,0.21594472467771733,0.048640258631079604,-0.21039545944824198,223.8677345584778,95.77602026250173,243.4949868758456
2019-11-10 00:00:00+00:00,-58.4776,3.9988,,Point,0.11,997.0,ISVP4,210.0853546132153,-913.3648935876046,937.214641937084,3600.0,0.2603374005380789,0.058357042948115355,-0.25371247044100126,224.0725777687559,94.86265536891433,243.3257970121059
2019-11-10 01:00:00+00:00,-58.4868,4.0046,,Point,0.24,995.3,ISVP4,338.39203704227276,-1024.7522557606135,1079.1785563196133,3600.0,0.2997718211998926,0.09399778806729799,-0.28465340437794817,224.40260259653746,93.83790311315389,243.23256384122
2019-11-10 02:00:00+00:00,-58.496,4.0148,,Point,0.26,994.1,ISVP4,594.9477195865283,-1024.7537355073648,1184.940086028618,3600.0,0.32915002389683834,0.1652632554407023,-0.28465381541871243,224.98299005433742,92.81314937764651,243.37548461418092
2019-11-10 03:00:00+00:00,-58.5042,4.0288,,Point,0.19,993.4,ISVP4,816.3814317132606,-913.368706937755,1225.039198090959,3600.0,0.3402886661363775,0.22677261992035017,-0.25371352970493194,225.77959814177797,91.89978067070892,243.7662745836412
2019-11-10 04:00:00+00:00,-58.51,4.0438,,Point,0.19,992.5,ISVP4,874.4905078919953,-646.0419901135925,1087.246016954365,3600.0,0.3020127824873236,0.2429140299699987,-0.17945610836488682,226.63310403889085,91.25373868059516,244.31497839774184
2019-11-10 05:00:00+00:00,-58.5136,4.0576,,Point,0.44,991.7,ISVP4,804.3985843099041,-400.9918757622594,898.8056335310283,3600.0,0.24966823153639675,0.22344405119719557,-0.11138663215618316,227.4183269261355,90.85274680483319,244.8945018244913
2019-11-10 06:00:00+00:00,-58.5156,4.069,,Point,0.73,991.0,ISVP4,664.435142775877,-222.7733621721419,700.7867220838879,3600.0,0.1946629783566355,0.18456531743774363,-0.06188148949226164,228.06698747046838,90.62997344266077,245.4146345678517
2019-11-10 07:00:00+00:00,-58.5168,4.077,,Point,1.24,990.4,ISVP4,466.24375037829213,-133.66405085326357,485.0250645660686,3600.0,0.1347291846016857,0.12951215288285892,-0.03712890301479544,228.5221868552366,90.4963093918076,245.7884698244355
2019-11-10 08:00:00+00:00,-58.519,4.0806,,Point,0.7,988.9,ISVP4,209.80252574966315,-245.05082524742681,322.59418278292463,3600.0,0.08960949521747906,0.058278479374906426,-0.06806967367984078,228.72702630954427,90.25125856656008,245.88888189028606
2019-11-10 09:00:00+00:00,-58.5228,4.0802,,Point,0.47,986.8,ISVP4,-23.309932795914072,-423.2698064366765,423.9111723084114,3600.0,0.11775310341900316,-0.006474981332198353,-0.11757494623241015,228.70426637842476,89.8279887601234,245.7126554013495
2019-11-10 10:00:00+00:00,-58.53,4.0776,,Point,1.41,985.0,ISVP4,-151.4981825255194,-801.9855882752956,816.1694573492734,3600.0,0.22671373815257595,-0.04208282847931095,-0.22277377452091546,228.55632677588414,89.02600317184775,245.2827424627313
2019-11-10 11:00:00+00:00,-58.541,4.0794,,Point,1.75,983.1,ISVP4,104.86186870147382,-1225.257508531078,1229.7365464681245,3600.0,0.34159348513003457,0.029128296861520506,-0.34034930792529944,228.65874650999845,87.80074566331598,244.93630456622395
2019-11-10 12:00:00+00:00,-58.5548,4.0868,,Point,2.32,981.3,ISVP4,430.96381409053384,-1537.144226741704,1596.4154167574338,3600.0,0.44344872687706494,0.11971217058070384,-0.4269845074282511,229.07980497800875,86.26360143657487,244.78350839378612
2019-11-10 13:00:00+00:00,-58.5692,4.0982,,Point,1.39,979.8,ISVP4,663.6563201464082,-1603.9801298884931,1735.8548235228022,3600.0,0.4821818954230006,0.18434897781844672,-0.445550036080137,229.7284612338572,84.65962130668586,244.8314060341673
2019-11-10 14:00:00+00:00,-58.583,4.1184,,Point,1.6,979.0,ISVP4,1175.4699418744767,-1537.1510213721808,1935.0872969341524,3600.0,0.5375242491483757,0.32651942829846575,-0.4269863948256058,230.8778304639527,83.12247028531377,245.38524337472813
2019-11-10 16:00:00+00:00,-58.5952,4.1876,,Point,0.92,981.2,ISVP4,4025.273029798294,-1358.9333812134232,4248.473007916808,7200.0,0.590065695544001,0.5590656985830964,-0.18874074739075322,234.81523315462152,81.76353690410004,248.6432578786873
2019-11-10 17:00:00+00:00,-58.588,4.2434,,Point,0.07,985.4,ISVP4,3244.683189366755,801.9937850071226,3342.328982992139,3600.0,0.9284247174978164,0.9013008859352097,0.2227760513908674,237.99014470821044,82.56553068910763,251.9054898889838
2019-11-10 18:00:00+00:00,-58.5764,4.2946,,Point,-0.15,989.1,ISVP4,2977.8120175860126,1292.0991950811108,3246.0567989499095,3600.0,0.9016824441527527,0.8271700048850035,0.35891644307808634,240.90328847111158,83.85762988418814,255.08135268182403
2019-11-10 19:00:00+00:00,-58.5636,4.3364,,Point,-0.7,991.6,ISVP4,2431.9088073764174,1425.7619032139926,2819.038391375927,3600.0,0.7830662198266464,0.675530224271227,0.3960449731149979,243.2815708731954,85.2833917874025,257.79677973414096
2019-11-10 20:00:00+00:00,-58.5494,4.3686,,Point,-0.88,993.3,ISVP4,1874.0680170006951,1581.7012644141473,2452.327429646015,3600.0,0.6812020637905597,0.5205744491668598,0.43936146233726314,245.11362855159294,86.86509305181657,260.05044759167214
2019-11-10 21:00:00+00:00,-58.536,4.3902,,Point,-1.0,994.5,ISVP4,1257.6475261460607,1492.5881046674945,1951.793162765002,3600.0,0.5421647674347227,0.34934653504057245,0.4146078068520818,246.34257847622968,88.35768115648392,261.7092772327115
2019-11-10 22:00:00+00:00,-58.5252,4.404,,Point,-1.07,995.3,ISVP4,803.8036949429742,1202.979174845202,1446.8100342184598,3600.0,0.4018916761717944,0.22327880415082615,0.334160881901445,247.12773753846037,89.56066033132926,262.85591212651445
2019-11-10 23:00:00+00:00,-58.5184,4.4162,,Point,-1.36,996.0,ISVP4,710.8275396202687,757.4302868669796,1038.737902719449,3600.0,0.28853830631095806,0.19745209433896352,0.21039730190749434,247.82186145695312,90.31809061819627,263.7670042080813
2019-11-11 00:00:00+00:00,-58.516,4.4278,,Point,-1.63,996.8,ISVP4,675.9995893649527,267.32814364311827,726.9386364785272,3600.0,0.20192739902181311,0.18777766371248686,0.07425781767864396,248.48184620537288,90.58541876183988,264.4786304900426
2019-11-11 01:00:00+00:00,-58.518,4.4404,,Point,-1.57,997.6,ISVP4,734.3255505503603,-222.77344604638054,767.3734569650356,3600.0,0.2131592936013988,0.2039793195973223,-0.06188151279066126,249.19872405518433,90.36264531579302,265.0762375981667
2019-11-11 02:00:00+00:00,-58.5236,4.4582,,Point,-1.55,998.0,ISVP4,1037.3215172948844,-623.7660207540665,1210.4214054990616,3600.0,0.3362281681941838,0.2881448659152457,-0.17326833909835182,250.21145245375797,89.7388792950393,265.8173007841078
2019-11-11 03:00:00+00:00,-58.5316,4.4822,,Point,-1.75,998.5,ISVP4,1398.4129208111165,-891.0952657982966,1658.1946417171944,3600.0,0.4606096226992207,0.38844803355864344,-0.24752646272174905,251.57692186845156,88.84778402924105,266.80494062837676
2019-11-11 04:00:00+00:00,-58.5386,4.5136,,Point,-1.95,999.6,ISVP4,1829.1737214860536,-779.7092747079945,1988.4222530541158,3600.0,0.5523395147372544,0.5081038115239038,-0.21658590964110958,253.36339867828687,88.06807475453333,268.2331030666845
2019-11-11 05:00:00+00:00,-58.542,4.5502,,Point,-1.82,1000.9,ISVP4,2131.6693688490273,-378.71624224928144,2165.0497200370773,3600.0,0.6014027000102993,0.5921303802358409,-0.10519895618035595,255.44570737195627,87.68935851228345,270.07764256053275
2019-11-11 06:00:00+00:00,-58.5418,4.588,,Point,-0.38,1002.0,ISVP4,2201.347040261018,22.277431603641666,2201.459760164786,3600.0,0.6115166000457739,0.6114852889613939,0.006188175445456018,257.5962682325739,87.71163594388707,272.11976864480306
2019-11-11 07:00:00+00:00,-58.5382,4.6248,,Point,0.92,1003.0,ISVP4,2143.122552909642,400.9936494010953,2180.3142396567405,3600.0,0.6056428443490945,0.5953118202526783,0.11138712483363758,259.6899160188493,88.1126295932876,274.23108499169257
2019-11-11 08:00:00+00:00,-58.5316,4.6584,,Point,1.66,1004.0,ISVP4,1956.964662409894,735.154435953239,2090.49341893793,3600.0,0.5806926163716473,0.5436012951138595,0.2042095655425664,261.60149016657283,88.84778402924105,276.2775205916655
2019-11-11 09:00:00+00:00,-58.523,4.6884,,Point,0.72,1004.7,ISVP4,1747.618206628497,957.9273656588755,1992.9360837762854,3600.0,0.5535933566045237,0.4854495018412492,0.2660909349052432,263.30823873401124,89.80571139489996,278.2018950049606
2019-11-11 10:00:00+00:00,-58.5134,4.7114,,Point,2.93,1004.9,ISVP4,1340.1685967937135,1069.3127423062194,1714.4916473084604,3600.0,0.47624767980790567,0.37226905466492044,0.29703131730728316,264.61673692693347,90.87502413720594,279.78614596472727
2019-11-11 11:00:00+00:00,-58.5054,4.7258,,Point,1.92,1005.0,ISVP4,839.2912700781479,891.0927217143283,1224.114404261971,3600.0,0.3400317789616586,0.23313646391059664,0.24752575603175786,265.43596656388155,91.76611685892048,280.8509792560231
2019-11-11 12:00:00+00:00,-58.5026,4.7362,,Point,1.27,1005.2,ISVP4,606.2927317389256,311.88218835449965,681.8074332040098,3600.0,0.1893909536677805,0.1684146477052571,0.08663394120958323,266.0276304837294,92.07799904727509,281.5120922613053
2019-11-11 13:00:00+00:00,-58.5038,4.7434,,Point,1.0,1005.3,ISVP4,419.774540526474,-133.66377823021298,440.541337997909,3600.0,0.12237259388830805,0.11660403903513167,-0.03712882728617027,266.4372430167551,91.94433526904452,281.85557517004315
2019-11-11 14:00:00+00:00,-58.509,4.749,,Point,0.86,1005.1,ISVP4,326.4801700116673,-579.2099964863247,664.8860965913901,3600.0,0.18469058238649727,0.09068893611435204,-0.16089166569064575,266.7558300042087,91.36512527255817,281.9685424959751
2019-11-11 15:00:00+00:00,-58.5186,4.7556,,Point,0.38,1004.8,ISVP4,384.72330811024744,-1069.3120042085397,1136.4154989033616,3600.0,0.31567097191760046,0.10686758558617984,-0.29703111228014994,267.13130691968894,90.29581326834939,281.97955427728033
2019-11-11 16:00:00+00:00,-58.5316,4.7682,,Point,0.73,1004.6,ISVP4,734.271237921373,-1448.0292391080877,1623.5587233452732,3600.0,0.4509885342625759,0.20396423275593695,-0.402230344196691,267.84812466334773,88.84778402924105,282.1994801777263
2019-11-11 17:00:00+00:00,-58.5448,4.7888,,Point,-0.01,1004.6,ISVP4,1200.031173821939,-1470.309632769142,1897.863333951681,3600.0,0.5271842594310225,0.33334199272831644,-0.40841934243587275,269.02005961774995,87.37747439647164,282.8544069104171
2019-11-11 18:00:00+00:00,-58.5564,4.8154,,Point,-0.28,1004.9,ISVP4,1548.9725607553266,-1292.0927955352067,2017.1315738560288,3600.0,0.5603143260711191,0.43027015576536853,-0.3589146654264463,270.5333253260321,86.08538160093644,283.89958266496194
2019-11-11 19:00:00+00:00,-58.5652,4.8468,,Point,-0.76,1005.3,ISVP4,1827.8823120756804,-980.2098950132735,2074.11792940543,3600.0,0.5761438692792861,0.507745086687689,-0.27228052639257594,272.3196476462352,85.10517170592291,285.3083958548439
2019-11-11 20:00:00+00:00,-58.5704,4.8808,,Point,-0.98,1005.8,ISVP4,1978.7393454821583,-579.2155734749364,2061.771102211654,3600.0,0.5727141950587928,0.5496498181894884,-0.16089321485414898,274.25386493494284,84.52595613244809,286.9840059861497
2019-11-11 21:00:00+00:00,-58.5704,4.9178,,Point,-0.95,1006.3,ISVP4,2153.014835871114,0.0,2153.014835871114,3600.0,0.598059676630865,0.598059676630865,0.0,276.3587281433686,84.52595613244809,288.9961658588654
2019-11-11 22:00:00+00:00,-58.5658,4.9528,,Point,-1.03,1006.5,ISVP4,2036.635658263987,512.3830313952986,2100.1002774568215,3600.0,0.5833611881824504,0.5657321272955519,0.1423286198320274,278.3497953348702,85.03833916384392,291.0500432755664
2019-11-11 23:00:00+00:00,-58.559,4.9804,,Point,-1.14,1006.8,ISVP4,1606.2432995773916,757.4351088413493,1775.8731603193887,3600.0,0.4932981000887191,0.4461786943270532,0.21039864134481925,279.91988048552366,85.7957742726849,292.7730424306161
